Customer ID,Gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Satisfaction_Score,Referral_Source,Loyalty_Tier,Customer_Lifetime_Value,Engagement Count,Churn_B,Partner_B,Dependents_B,PhoneService_B,PaperlessBilling_B,Tenure_Bucket,Internet Service_B,Online Security_B,DeviceProtection_B,TechSupport_B,StreamingTV_B,StreamingMovies_B,Payment_Method_E,Internet Service_E
5668-MEISB,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),106.1,7657.4,No,2,Friend,Gold,6799.00,5,0,1,1,1,0,70-79,1,1,1,1,1,0,CC,FO
0129-QMPDR,Male,0,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.5,865.05,No,4,Online,Gold,943.84,0,0,1,1,1,1,40-49,0,0,0,0,0,0,BT,No
7188-CBBBA,Female,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,95.5,6153.85,No,3,Retail,Gold,6770.44,3,0,0,0,1,1,60-69,1,0,1,0,1,0,EC,FO
5356-CSVSQ,Female,0,No,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,64.6,174.2,No,3,Online,Bronze,222.18,3,0,0,0,1,0,0-9,1,0,0,1,1,0,EC,D
3221-CJMSG,Male,0,No,No,24,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),51.1,1269.6,No,5,Retail,Silver,1169.87,2,0,0,0,1,1,20-29,1,0,0,1,0,0,CC,D
4720-VSTSI,Female,0,No,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,3862.55,Yes,5,Retail,Gold,3842.44,2,1,0,0,1,1,40-49,1,0,1,0,0,0,BT,FO
3219-JQRSL,Female,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.1,6352.4,No,3,Retail,Gold,7256.51,6,0,1,0,1,0,70-79,1,1,1,1,1,1,CC,D
2801-NISEI,Male,0,No,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.95,1348.5,No,5,Friend,Silver,1187.07,3,0,0,0,1,0,20-29,1,1,0,1,0,0,EC,D
3946-MHCZW,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.9,50.9,Yes,4,Retail,Bronze,54.22,2,1,0,0,1,0,0-9,1,0,1,0,0,0,MC,D
4623-ZKHLY,Male,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.45,471.55,No,1,Retail,Silver,484.31,0,0,1,0,1,1,20-29,0,0,0,0,0,0,BT,No
6732-VAILE,Male,0,Yes,Yes,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.95,5931.75,No,4,Retail,Gold,5274.62,5,0,1,1,1,1,70-79,1,0,1,1,1,1,CC,D
8201-AAXCB,Male,0,Yes,Yes,25,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,60.35,1404.65,No,3,Advertisement,Silver,1672.26,2,0,1,1,1,0,20-29,1,0,0,0,1,0,EC,D
7696-CFTAT,Male,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.8,726.1,No,3,Friend,Gold,801.41,0,0,1,1,1,0,30-39,0,0,0,0,0,0,BT,No
1845-CSBRZ,Female,1,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),85.35,1961.6,No,4,Advertisement,Silver,1614.86,2,0,1,1,1,0,20-29,1,0,0,0,1,0,BT,FO
2123-VSCOT,Female,0,Yes,Yes,59,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),72.1,4194.85,No,5,Friend,Gold,3732.05,4,0,1,1,1,1,50-59,1,0,1,1,1,0,BT,D
6651-AZVTJ,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,4872.45,Yes,5,Online,Gold,4228.74,4,1,1,1,1,1,40-49,1,0,1,0,1,1,EC,FO
4566-GOLUK,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.35,5118.95,Yes,3,Advertisement,Gold,4795.31,5,1,1,1,1,1,40-49,1,0,1,1,1,1,BT,FO
2484-DGXPZ,Female,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.55,658.95,Yes,2,Online,Silver,607.74,0,1,1,1,1,1,30-39,0,0,0,0,0,0,MC,No
2018-QKYGT,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.05,81.05,No,5,Retail,Bronze,81.84,2,0,1,1,1,1,0-9,1,0,0,0,0,1,EC,FO
2792-VPPET,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.5,76.95,No,4,Online,Bronze,57.21,0,0,0,0,1,1,0-9,0,0,0,0,0,0,EC,No
7409-JURKQ,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),111.8,5809.75,No,5,Online,Gold,6657.06,5,0,1,0,1,1,50-59,1,0,1,1,1,1,BT,FO
3247-MHJKM,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,20.2,No,4,Online,Bronze,19.40,0,0,0,0,1,0,0-9,0,0,0,0,0,0,MC,No
1964-SVLEA,Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.7,415.9,No,3,Online,Silver,340.28,0,0,0,0,1,1,20-29,0,0,0,0,0,0,MC,No
4587-NUKOX,Female,0,No,No,3,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.1,246.5,Yes,5,Friend,Bronze,223.08,2,1,0,0,1,1,0-9,1,1,0,0,0,0,EC,FO
7297-DVYGA,Female,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,996.95,No,4,Advertisement,Gold,1021.80,0,0,0,0,1,1,50-59,0,0,0,0,0,0,BT,No
2239-CGBUZ,Female,0,Yes,No,51,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),60.5,3145.15,No,3,Friend,Gold,3000.55,3,0,1,0,1,1,50-59,1,1,0,1,0,0,BT,D
0854-UYHZD,Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,265.3,No,2,Friend,Silver,236.91,0,0,1,1,1,0,10-19,0,0,0,0,0,0,MC,No
7243-LCGGZ,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,20.9,No,4,Friend,Bronze,18.59,0,0,0,0,1,0,0-9,0,0,0,0,0,0,MC,No
8267-KFGYD,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.05,21.05,No,2,Online,Bronze,23.07,0,0,0,1,1,1,0-9,0,0,0,0,0,0,MC,No
4890-VMUAV,Male,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,71.5,4576.3,No,2,Friend,Gold,5174.97,4,0,0,0,1,0,60-69,1,1,1,1,0,0,EC,D
9261-WDCAF,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,54.65,189.1,No,1,Advertisement,Bronze,155.57,2,0,0,0,1,0,0-9,1,0,0,0,0,1,MC,D
3764-MNMOI,Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.2,908.15,No,5,Friend,Gold,851.83,0,0,0,0,1,0,40-49,0,0,0,0,0,0,CC,No
7442-YGZFK,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.8,49.8,No,4,Retail,Bronze,51.56,1,0,0,0,1,1,0-9,1,0,0,0,0,0,CC,D
0420-BWTPW,Male,0,No,Yes,8,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.5,215.2,Yes,2,Online,Bronze,217.37,1,1,0,1,0,0,0-9,1,0,0,0,0,0,MC,D
8229-BUJHX,Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,1500.95,No,1,Retail,Gold,1408.35,0,0,1,1,1,0,70-79,0,0,0,0,0,0,BT,No
7449-HVPIV,Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.4,5099.15,No,3,Advertisement,Gold,5575.99,3,0,1,1,1,1,50-59,1,0,1,0,1,0,CC,FO
5504-WSIUR,Female,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),90.25,6385.95,No,4,Advertisement,Gold,6431.22,3,0,0,0,1,1,70-79,1,0,1,1,0,0,BT,FO
8183-ONMXC,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.75,159.45,Yes,2,Advertisement,Bronze,159.10,2,1,0,0,1,0,0-9,1,0,0,0,0,1,EC,FO
8466-PZBLH,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),104.6,6885.75,No,5,Advertisement,Gold,7316.57,5,0,1,1,1,0,60-69,1,1,0,1,1,1,BT,FO
9614-RMGHA,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.85,5940.85,Yes,1,Friend,Gold,6781.26,2,1,1,0,1,1,60-69,1,0,0,0,1,0,BT,FO
8735-IJJEG,Male,0,Yes,No,14,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),50.2,668.85,No,2,Online,Silver,764.90,2,0,1,0,1,0,10-19,1,0,1,0,0,0,CC,D
0564-MUUQK,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.5,1916.2,No,5,Advertisement,Silver,1646.43,4,0,1,1,1,1,20-29,1,0,1,1,0,1,BT,FO
5054-IEXZT,Male,0,No,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,75.35,Yes,2,Retail,Bronze,71.56,1,1,0,1,1,1,0-9,1,0,0,0,0,0,EC,FO
5834-ASPWA,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.45,75.45,Yes,4,Advertisement,Bronze,74.78,1,1,0,0,1,1,0-9,1,0,0,0,0,0,EC,FO
0701-RFGFI,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.4,4613.95,No,4,Online,Gold,4414.48,3,0,1,1,1,1,40-49,1,0,0,0,1,1,BT,FO
0019-EFAEP,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),101.3,7261.25,No,4,Retail,Gold,7731.63,4,0,0,0,1,1,70-79,1,1,1,0,1,0,BT,FO
5619-PTMIK,Female,0,Yes,No,46,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,53.1,2459.8,No,1,Retail,Gold,2681.68,2,0,1,0,1,0,40-49,1,1,0,0,0,0,EC,D
3737-XBQDD,Male,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.85,2048.8,No,4,Retail,Silver,2177.73,2,0,0,0,1,1,20-29,1,0,1,0,0,0,BT,FO
5882-CMAZQ,Female,0,Yes,Yes,5,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,34.25,163.55,No,5,Friend,Bronze,196.39,2,0,1,1,0,0,0-9,1,0,0,1,0,0,EC,D
5846-QFDFI,Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),88.6,2888.7,No,2,Advertisement,Silver,2724.29,3,0,1,1,1,0,30-39,1,0,1,1,0,0,CC,FO
4445-KWOKW,Female,0,No,No,42,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),60.15,2421.6,No,3,Friend,Gold,2810.50,2,0,0,0,1,1,40-49,1,1,0,0,0,0,BT,D
3511-APPBJ,Male,0,No,No,23,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.95,2292.75,No,5,Retail,Silver,2482.73,5,0,0,0,1,1,20-29,1,1,1,0,1,1,CC,FO
7967-HYCDE,Male,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.7,553.4,No,5,Friend,Bronze,542.21,1,0,0,0,1,0,0-9,1,0,0,0,0,0,BT,FO
2430-RRYUW,Male,0,No,No,66,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,54.8,3465.7,No,4,Friend,Gold,3870.83,2,0,0,0,1,1,60-69,1,1,0,0,0,0,MC,D
3948-XHGNA,Male,0,No,No,24,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.55,1210.4,Yes,1,Friend,Silver,1047.95,2,1,0,0,1,1,20-29,1,1,0,0,0,0,BT,D
3723-BFBGR,Male,1,No,No,24,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),54.8,1291.3,No,2,Advertisement,Silver,1429.36,1,0,0,0,1,0,20-29,1,0,0,0,0,0,CC,D
0565-IYCGT,Male,0,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),78.6,5356.45,Yes,1,Retail,Gold,5476.00,5,1,0,0,1,1,60-69,1,1,1,1,0,1,CC,D
5447-WZAFP,Female,0,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,100.3,5200.8,No,2,Retail,Gold,4984.65,4,0,0,0,1,1,50-59,1,0,1,0,1,1,MC,FO
5110-CHOPY,Female,0,No,No,60,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,53.6,3237.05,No,2,Advertisement,Gold,3366.29,5,0,0,0,0,0,60-69,1,1,1,0,1,1,EC,D
5445-UTODQ,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.1,576.65,Yes,1,Friend,Bronze,591.82,2,1,1,0,1,1,0-9,1,0,0,0,1,0,EC,FO
4425-OWHWB,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.35,433.75,No,5,Friend,Silver,353.27,0,0,0,0,1,1,20-29,0,0,0,0,0,0,CC,No
7892-QVYKW,Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.6,1868.4,No,2,Online,Silver,1691.43,2,0,1,1,1,0,20-29,1,0,0,0,0,1,EC,FO
9675-ICXCT,Male,0,Yes,Yes,72,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,80.8,5728.55,No,1,Online,Gold,5701.75,6,0,1,1,1,1,70-79,1,1,1,1,1,1,EC,D
1024-VRZHF,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,825.7,Yes,2,Online,Bronze,841.64,1,1,1,0,1,1,10-19,1,0,0,0,0,0,EC,FO
4703-MQYKT,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,390.4,No,3,Advertisement,Silver,458.10,0,0,0,0,1,0,20-29,0,0,0,0,0,0,MC,No
9497-QCMMS,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55,93.55,Yes,5,Retail,Bronze,105.57,3,1,0,0,1,1,0-9,1,0,0,0,1,1,EC,FO
5692-ICXLW,Male,1,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.7,2845.15,No,4,Online,Silver,2836.00,2,0,0,0,1,1,30-39,1,0,0,0,1,0,EC,FO
0602-DDUML,Female,0,No,No,57,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,69.75,3894.4,No,2,Retail,Gold,4278.47,4,0,0,0,1,0,50-59,1,0,1,1,1,0,MC,D
2208-MPXIO,Female,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20,886.4,No,3,Retail,Gold,883.61,0,0,1,1,1,1,40-49,0,0,0,0,0,0,BT,No
1960-UYCNN,Male,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.25,1021.55,No,4,Retail,Bronze,1022.82,3,0,0,0,1,1,10-19,1,0,1,0,0,1,EC,FO
0348-SDKOL,Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.1,5885.4,Yes,4,Advertisement,Gold,5397.37,5,1,1,0,1,1,50-59,1,0,1,1,1,1,CC,FO
3190-FZATL,Male,0,No,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,268.4,No,2,Advertisement,Silver,268.50,0,0,0,1,1,0,10-19,0,0,0,0,0,0,MC,No
7336-RLLRH,Male,0,Yes,No,27,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,80.85,2204.35,No,1,Advertisement,Silver,2270.85,5,0,1,0,1,0,20-29,1,1,0,1,1,1,MC,D
4373-MAVJG,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.9,1259,Yes,2,Advertisement,Silver,1088.64,2,1,1,1,1,1,10-19,1,0,0,0,0,1,BT,FO
8901-HJXTF,Female,0,Yes,Yes,12,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.2,309.1,Yes,3,Online,Bronze,373.79,1,1,1,1,0,0,10-19,1,0,0,0,0,0,MC,D
7710-JSYOA,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),93.3,6398.05,No,4,Friend,Gold,7085.72,3,0,1,1,1,1,60-69,1,0,0,1,0,1,BT,FO
5419-KLXBN,Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.15,2257.75,Yes,2,Friend,Silver,2161.31,3,1,1,1,1,1,20-29,1,0,1,0,1,0,BT,FO
3424-NMNBO,Male,1,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,108.85,6287.25,Yes,1,Friend,Gold,6214.70,5,1,1,0,1,1,50-59,1,1,1,0,1,1,EC,FO
9885-MFVSU,Female,0,Yes,Yes,35,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),46.35,1662.05,No,2,Online,Silver,1793.21,4,0,1,1,0,1,30-39,1,1,0,1,1,0,CC,D
4514-GFCFI,Female,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.75,1350.15,Yes,5,Friend,Silver,1468.14,2,1,0,0,1,1,10-19,1,0,0,0,1,0,EC,FO
0607-MVMGC,Male,0,Yes,Yes,45,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),78.75,3600.65,No,1,Online,Gold,3318.53,4,0,1,1,1,0,40-49,1,0,1,0,1,1,CC,D
3365-SAIGS,Female,0,No,No,17,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.55,1329.15,No,3,Online,Silver,1345.35,2,0,0,0,1,1,10-19,1,0,0,0,1,0,EC,FO
9828-AOQLM,Female,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.7,45.7,Yes,4,Online,Bronze,48.15,1,1,1,1,1,1,0-9,1,0,0,0,0,0,EC,D
8022-BECSI,Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,422.5,No,2,Friend,Silver,439.38,0,0,0,0,1,0,20-29,0,0,0,0,0,0,MC,No
8000-REIQB,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.95,69.95,Yes,1,Retail,Bronze,62.86,1,1,0,0,1,1,0-9,1,0,0,0,0,0,EC,FO
9993-LHIEB,Male,0,Yes,Yes,67,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,67.85,4627.65,No,5,Friend,Gold,4286.74,5,0,1,1,1,0,60-69,1,1,1,1,0,1,MC,D
0266-CLZKZ,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.65,6717.9,No,1,Friend,Gold,7927.94,5,0,1,1,1,1,60-69,1,0,1,1,1,1,BT,FO
7615-ESMYF,Female,0,Yes,No,2,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,44.6,97.1,Yes,5,Advertisement,Bronze,94.24,3,1,1,0,0,0,0-9,1,0,0,0,1,1,EC,D
3858-VOBET,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1710.45,Yes,3,Online,Silver,1975.17,1,1,0,0,1,1,20-29,1,0,0,0,0,0,EC,FO
7020-OZKXZ,Female,1,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.5,637.4,No,4,Retail,Bronze,733.93,2,0,0,0,1,0,10-19,1,0,1,0,0,0,CC,FO
3977-QCRSL,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,117.95,No,3,Advertisement,Bronze,114.11,0,0,0,0,1,0,0-9,0,0,0,0,0,0,MC,No
0017-DINOC,Male,0,No,No,54,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),45.2,2460.55,No,2,Retail,Gold,2232.98,4,0,0,0,0,0,50-59,1,1,0,1,1,0,CC,D
1447-PJGGA,Female,0,No,No,57,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,95.25,5464.65,Yes,1,Retail,Gold,5871.44,4,1,0,0,1,1,50-59,1,0,1,0,1,1,EC,FO
8565-CLBZW,Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,89.85,2165.05,Yes,5,Online,Silver,1846.02,3,1,0,0,1,1,20-29,1,0,1,0,1,0,MC,FO
9139-WQQDY,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,100.45,4941.8,Yes,5,Friend,Gold,5174.20,3,1,1,1,1,0,40-49,1,0,0,0,1,1,MC,FO
0224-HJAPT,Male,0,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,47.15,223.15,Yes,1,Online,Bronze,233.58,1,1,0,0,1,0,0-9,1,0,0,0,0,0,EC,D
8086-OVPWV,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.2,181.1,Yes,1,Online,Bronze,153.03,2,1,0,0,1,1,0-9,1,0,0,0,0,1,EC,FO
9430-FRQOC,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,87.1,341.45,Yes,2,Advertisement,Bronze,386.28,3,1,0,1,1,1,0-9,1,0,1,1,0,0,MC,FO
7639-OPLNG,Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),79.25,5731.85,No,3,Online,Gold,6137.09,5,0,1,1,1,1,70-79,1,1,1,1,1,0,BT,D
3074-GQWYX,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9,357.75,Yes,5,Friend,Bronze,325.11,1,1,0,0,1,1,0-9,1,0,0,0,0,0,BT,FO
1492-QGCLU,Male,0,Yes,Yes,53,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,85.7,4616.1,No,2,Retail,Gold,4691.31,6,0,1,1,1,0,50-59,1,1,1,1,1,1,EC,D
6845-RGTYS,Female,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.75,4533.7,Yes,3,Online,Gold,4457.22,4,1,1,0,1,1,40-49,1,1,1,0,1,0,EC,FO
7328-OWMOM,Female,0,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,589.25,No,2,Retail,Silver,607.33,0,0,0,1,1,0,30-39,0,0,0,0,0,0,CC,No
4418-LZMSV,Male,0,Yes,Yes,13,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.8,750.1,No,5,Online,Silver,883.43,3,0,1,1,1,0,10-19,1,0,1,1,0,0,BT,D
5155-AZQPB,Female,0,Yes,Yes,28,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.9,1410.25,No,1,Retail,Silver,1317.49,1,0,1,1,1,0,20-29,1,0,0,0,0,0,MC,D
